SubjectID,width,sound2,threshold,slope,lapse,guess,eta,deviance,residuals,loglikelihood
GB593,0.100000,Sa,3.051367,0.147222,0.080355,0.080773,0.000000,3.686042,0.089568,46.471935
GB593,0.100000,Sha,7.231852,0.147316,0.063453,0.100000,0.000097,8.360367,0.198865,43.721658
GB593,0.100000,Single,3.516963,0.147222,0.097954,0.099566,0.001880,11.446428,0.276599,44.544487
