SubjectID,width,sound2,threshold,slope,lapse,guess,eta,deviance,residuals,loglikelihood
IB582,0.200000,Sa,2.621691,2.615402,0.000000,0.104357,0.000000,0.837428,0.006479,15.468116
IB582,0.200000,Sha,2.284414,3.030774,0.155281,0.200000,0.000000,5.079995,0.086180,33.703916
IB582,0.200000,Single,1.010667,0.903395,0.200000,0.199999,0.000000,9.661842,0.183765,36.655548
